Time_Step,Node_ID,X,Y,Cum_Disp_X,Cum_Disp_Y,Total_Settlement,Temperature,Water_Level
630,2.0,168.0,10.0,-0.003972475,-0.057673275,-0.057673275,19.92314861583832,165.89136594688242
660,2.0,168.0,10.0,-0.0040652,-0.058603625,-0.058603625,12.701174423841238,160.07706914753925
690,2.0,168.0,10.0,-0.00415325,-0.05948625,-0.05948625,6.402062837121749,156.1766753132401
720,2.0,168.0,10.0,-0.004237025,-0.060325425,-0.060325425,4.086108580206432,151.86187844748315
750,2.0,168.0,10.0,-0.0043169,-0.0611249,-0.0611249,6.4314877191354975,150.27223099848356
780,2.0,168.0,10.0,-0.004393175,-0.06188795,-0.06188795,11.4765340769869,151.15141525509367
810,2.0,168.0,10.0,-0.004466175,-0.062617475,-0.062617475,19.42098135239826,153.8465685428064
840,2.0,168.0,10.0,-0.004536075,-0.063316025,-0.063316025,27.965276704759624,159.36540509300335
870,2.0,168.0,10.0,-0.004603175,-0.06398595,-0.06398595,29.88813748027063,163.34460285965574
900,2.0,168.0,10.0,-0.004667625,-0.064629275,-0.064629275,34.810309382399225,167.8143878493843
930,2.0,168.0,10.0,-0.004729625,-0.065247875,-0.065247875,31.893341283813328,169.9660268094076
960,2.0,168.0,10.0,-0.004789325,-0.0658434,-0.0658434,30.000953954494776,169.0614574322226
990,2.0,168.0,10.0,-0.0048469,-0.066417375,-0.066417375,23.179681248993713,165.96596446139813
1020,2.0,168.0,10.0,-0.004902475,-0.066971175,-0.066971175,15.07270035697269,161.42851279558622
1050,2.0,168.0,10.0,-0.00495615,-0.06750605,-0.06750605,11.31058245380615,156.6025375891209
1080,2.0,168.0,10.0,-0.005008075,-0.0680231,-0.0680231,5.706977718047136,152.73573064295593
1110,2.0,168.0,10.0,-0.005058325,-0.068523425,-0.068523425,5.360235566176272,150.21782397660408
1140,2.0,168.0,10.0,-0.005107,-0.069007925,-0.069007925,9.651700114586307,151.30043144796315
1170,2.0,168.0,10.0,-0.005154175,-0.069477525,-0.069477525,16.699521061018043,153.4467010061693
1200,2.0,168.0,10.0,-0.00519995,-0.069933025,-0.069933025,25.80342765409293,158.44219274045116
1230,2.0,168.0,10.0,-0.005244375,-0.07037515,-0.07037515,31.621107311037907,164.03232678193976
1260,2.0,168.0,10.0,-0.00528755,-0.0708046,-0.0708046,36.03453709278225,167.17952104217358
1290,2.0,168.0,10.0,-0.005329525,-0.071222025,-0.071222025,34.120279255258595,169.94391053528588
1320,2.0,168.0,10.0,-0.005370375,-0.071628025,-0.071628025,31.189515442866472,169.15199387366616
1350,2.0,168.0,10.0,-0.0054101,-0.07202315,-0.07202315,25.911732551057167,165.69712223241
1380,2.0,168.0,10.0,-0.0054488,-0.0724079,-0.0724079,17.36923622891734,161.82094033446498
1410,2.0,168.0,10.0,-0.005486525,-0.07278275,-0.07278275,11.368734012854937,157.10067538502594
1440,2.0,168.0,10.0,-0.0055233,-0.073148175,-0.073148175,6.263299337642831,153.07234239761638
1470,2.0,168.0,10.0,-0.00555915,-0.073504575,-0.073504575,5.352414586215408,150.65448997664632
1500,2.0,168.0,10.0,-0.00559415,-0.073852375,-0.073852375,10.05074183863455,150.87118530617008
30,3.0,173.0,10.0,1.0975e-05,-3.01e-05,-3.01e-05,6.441326221800228,150.49062290812913
60,3.0,173.0,10.0,0.000835675,-0.0070925,-0.0070925,13.0464428082517,151.98451364427936
90,3.0,173.0,10.0,0.000137025,-0.0149892749999999,-0.0149892749999999,22.256856548983833,156.76594880545045
120,3.0,173.0,10.0,-0.0004872,-0.0212861249999999,-0.0212861249999999,26.637672353574008,160.01725943232287
150,3.0,173.0,10.0,-0.0010173749999999,-0.0263169999999999,-0.0263169999999999,33.86797116589917,164.97621141152317
180,3.0,173.0,10.0,-0.001467925,-0.0304520499999999,-0.0304520499999999,34.571975710052634,169.0930707684094
210,3.0,173.0,10.0,-0.00185585,-0.033938525,-0.033938525,31.372717269004788,169.7131583732069
240,3.0,173.0,10.0,-0.00219455,-0.03693895,-0.03693895,27.316100069043387,167.81111823050375
270,3.0,173.0,10.0,-0.00249395,-0.0395637499999999,-0.0395637499999999,20.12366207388848,164.49657622419204
300,3.0,173.0,10.0,-0.0027615,-0.0418905499999999,-0.0418905499999999,12.129487905585275,159.45780526092412
330,3.0,173.0,10.0,-0.003002775,-0.0439758249999999,-0.0439758249999999,6.083912625428937,155.22133196853923
360,3.0,173.0,10.0,-0.003222075,-0.0458617249999999,-0.0458617249999999,5.524517283168141,150.650299153122
390,3.0,173.0,10.0,-0.003422775,-0.0475805249999999,-0.0475805249999999,8.60389270201563,149.87365140811934
420,3.0,173.0,10.0,-0.00360755,-0.0491574249999999,-0.0491574249999999,12.518019744066152,151.29363688249475
450,3.0,173.0,10.0,-0.003778525,-0.0506124249999999,-0.0506124249999999,19.660221163961786,154.67153057337984
480,3.0,173.0,10.0,-0.003937475,-0.0519616999999999,-0.0519616999999999,28.18670374725056,160.27717746130784
510,3.0,173.0,10.0,-0.00408585,-0.0532184749999999,-0.0532184749999999,33.561201547320756,166.1305196553581
540,3.0,173.0,10.0,-0.00422485,-0.0543936999999999,-0.0543936999999999,34.87584931747742,168.88000851110854
570,3.0,173.0,10.0,-0.0043555,-0.0554965249999999,-0.0554965249999999,34.40716784341262,169.720396101791
600,3.0,173.0,10.0,-0.004478675,-0.0565346749999999,-0.0565346749999999,27.660761444798883,168.16688787184725
630,3.0,173.0,10.0,-0.0045951,-0.0575147249999999,-0.0575147249999999,23.16148140244997,165.4922077595594
660,3.0,173.0,10.0,-0.004705425,-0.0584423749999999,-0.0584423749999999,14.601042970350598,161.06380257591593
690,3.0,173.0,10.0,-0.004810225,-0.0593224499999999,-0.0593224499999999,7.39068375232138,155.65588635192037
720,3.0,173.0,10.0,-0.004909925,-0.0601592499999999,-0.0601592499999999,3.3671903881621086,151.47436004593942
750,3.0,173.0,10.0,-0.005005,-0.0609564749999999,-0.0609564749999999,6.760606271865451,149.5981099869042
780,3.0,173.0,10.0,-0.005095825,-0.0617173999999999,-0.0617173999999999,8.037829356079554,150.99748460635166
810,3.0,173.0,10.0,-0.005182725,-0.0624448999999999,-0.0624448999999999,18.498258243741716,153.8618363363882
840,3.0,173.0,10.0,-0.005265975,-0.0631415749999999,-0.0631415749999999,25.327592896480205,158.5840331009499
870,3.0,173.0,10.0,-0.005345875,-0.0638097249999999,-0.0638097249999999,30.940838537902412,164.59706452228465
900,3.0,173.0,10.0,-0.005422625,-0.0644513499999999,-0.0644513499999999,33.46234800842998,168.3709840827561
930,3.0,173.0,10.0,-0.005496475,-0.0650683499999999,-0.0650683499999999,35.550578053403605,169.8557088773362
960,3.0,173.0,10.0,-0.005567625,-0.06566235,-0.06566235,29.300416837155876,169.18538274321176
990,3.0,173.0,10.0,-0.0056362,-0.066234875,-0.066234875,22.28577636810247,165.84953412180144
1020,3.0,173.0,10.0,-0.0057024,-0.066787275,-0.066787275,13.0650925504866,161.93100418993316
1050,3.0,173.0,10.0,-0.00576635,-0.067320825,-0.067320825,10.056659125238316,156.10496330639802
1080,3.0,173.0,10.0,-0.0058282,-0.067836625,-0.067836625,5.490508480675329,152.75716230110228
1110,3.0,173.0,10.0,-0.005888075,-0.06833575,-0.06833575,5.314232113533473,149.81522683360427
1140,3.0,173.0,10.0,-0.005946075,-0.0688191,-0.0688191,11.237438545210335,150.16280137484597
1170,3.0,173.0,10.0,-0.0060023,-0.0692876,-0.0692876,16.966498773416816,153.97232415356663
1200,3.0,173.0,10.0,-0.00605685,-0.06974205,-0.06974205,25.49796780619836,158.36464421373995
1230,3.0,173.0,10.0,-0.0061098,-0.070183175,-0.070183175,32.20230871500115,162.47427331676656
1260,3.0,173.0,10.0,-0.006161275,-0.07061165,-0.07061165,33.73153111817267,167.06434651989565
1290,3.0,173.0,10.0,-0.0062113,-0.071028175,-0.071028175,34.977343412004835,168.78499738348717
1320,3.0,173.0,10.0,-0.00625995,-0.071433275,-0.071433275,32.63115513672101,170.1863440224784
1350,3.0,173.0,10.0,-0.006307325,-0.071827525,-0.071827525,21.856273327990586,166.19654265738896
1380,3.0,173.0,10.0,-0.00635345,-0.07221145,-0.07221145,16.39797041158792,162.1044373230113
1410,3.0,173.0,10.0,-0.006398425,-0.072585525,-0.072585525,10.078563594765601,157.8000777639267
1440,3.0,173.0,10.0,-0.00644225,-0.0729502,-0.0729502,6.609112264463906,153.52444048048972
1470,3.0,173.0,10.0,-0.006485,-0.073305875,-0.073305875,6.302627180249422,150.6110291793094
1500,3.0,173.0,10.0,-0.006526725,-0.07365295,-0.07365295,10.11292669734754,149.77453461745245
30,4.0,178.0,10.0,1.2025e-05,-2.8375e-05,-2.8375e-05,7.089384153525863,150.18964380753187
60,4.0,178.0,10.0,0.0010492249999999,-0.0069257,-0.0069257,11.247113290701872,151.83097249206182
90,4.0,178.0,10.0,0.0003340499999999,-0.0148609,-0.0148609,21.90739446920305,155.312097889496
120,4.0,178.0,10.0,-0.000361925,-0.021109525,-0.021109525,28.226251832512354,161.06821702939388
150,4.0,178.0,10.0,-0.000962975,-0.026094825,-0.026094825,33.42729064512342,166.20049853015408
180,4.0,178.0,10.0,-0.001478275,-0.0301922749999999,-0.0301922749999999,33.28757851325929,168.1003090632236
210,4.0,178.0,10.0,-0.001924275,-0.03364815,-0.03364815,33.635761071642534,169.84336360734616
240,4.0,178.0,10.0,-0.002314975,-0.03662355,-0.03662355,27.80390504783007,168.67493422914475
270,4.0,178.0,10.0,-0.0026612,-0.03922755,-0.03922755,21.12080608039893,165.12496554536233
300,4.0,178.0,10.0,-0.002971125,-0.0415369,-0.0415369,10.92966822978454,160.02264244153113
330,4.0,178.0,10.0,-0.003251,-0.04360735,-0.04360735,5.771809565840745,155.6780714858777
360,4.0,178.0,10.0,-0.00350565,-0.04548055,-0.04548055,5.155645797616074,150.63734320627296
390,4.0,178.0,10.0,-0.003738925,-0.047188375,-0.047188375,6.453215315470727,150.7224567057989
420,4.0,178.0,10.0,-0.003953825,-0.048755675,-0.048755675,12.066995944379526,150.5715775809516
450,4.0,178.0,10.0,-0.004152825,-0.050202275,-0.050202275,19.22587660887462,155.8259782465805
480,4.0,178.0,10.0,-0.0043379,-0.051544125,-0.051544125,28.35919040103523,159.26835569037675
510,4.0,178.0,10.0,-0.00451075,-0.052794325,-0.052794325,34.07919810704276,165.70529073741199
540,4.0,178.0,10.0,-0.00467275,-0.053963675,-0.053963675,33.31479303913849,167.90402966647915
570,4.0,178.0,10.0,-0.004825075,-0.055061225,-0.055061225,33.59933591052927,170.0024766934804
600,4.0,178.0,10.0,-0.0049687,-0.05609465,-0.05609465,28.842556309786545,168.76415897662898
630,4.0,178.0,10.0,-0.005104525,-0.05707045,-0.05707045,20.99546460181037,165.31823731103768
660,4.0,178.0,10.0,-0.00523325,-0.05799425,-0.05799425,14.669917513744569,159.92066410908484
690,4.0,178.0,10.0,-0.005355525,-0.05887085,-0.05887085,6.870338370788376,155.14360412803205
720,4.0,178.0,10.0,-0.005471925,-0.059704475,-0.059704475,4.844688626508995,152.47145115275626
750,4.0,178.0,10.0,-0.005582925,-0.060498825,-0.060498825,6.918784118582181,149.35446797863327
780,4.0,178.0,10.0,-0.005688975,-0.0612571,-0.0612571,11.961635033566239,150.88929980145454
810,4.0,178.0,10.0,-0.00579045,-0.061982225,-0.061982225,19.095401469812746,153.68837106846865
840,4.0,178.0,10.0,-0.005887725,-0.0626767,-0.0626767,24.97627817880706,158.23469129837824
870,4.0,178.0,10.0,-0.00598105,-0.0633428,-0.0633428,31.322217222700033,164.44855550820523
900,4.0,178.0,10.0,-0.006070725,-0.0639826,-0.0639826,33.76128916731015,168.05807938830284
930,4.0,178.0,10.0,-0.006157025,-0.0645979,-0.0645979,34.22108001463272,170.12448541206618
960,4.0,178.0,10.0,-0.00624015,-0.06519035,-0.06519035,29.627514517630157,169.36872068633608
990,4.0,178.0,10.0,-0.006320325,-0.06576145,-0.06576145,22.25008629819652,166.4245205684168
1020,4.0,178.0,10.0,-0.0063977,-0.066312525,-0.066312525,13.597828679423468,162.12805921197025
1050,4.0,178.0,10.0,-0.006472475,-0.066844875,-0.066844875,8.575590239730186,156.5422095903313
1080,4.0,178.0,10.0,-0.006544775,-0.06735955,-0.06735955,2.211656063875873,152.5244749878696
1110,4.0,178.0,10.0,-0.006614775,-0.06785765,-0.06785765,5.009534729521433,149.21605427574704
1140,4.0,178.0,10.0,-0.006682575,-0.068340075,-0.068340075,8.043220923807304,149.90232018029494
1170,4.0,178.0,10.0,-0.006748325,-0.0688077,-0.0688077,18.38591470493952,153.943484996719
1200,4.0,178.0,10.0,-0.006812125,-0.06926135,-0.06926135,24.606725177955525,157.67339213055473
1230,4.0,178.0,10.0,-0.006874075,-0.06970175,-0.06970175,30.053208223992847,162.97199469771348
1260,4.0,178.0,10.0,-0.00693425,-0.070129575,-0.070129575,36.81285729192507,167.3280551536959
1290,4.0,178.0,10.0,-0.00699275,-0.07054545,-0.07054545,33.07402287980439,169.90437258838753
1320,4.0,178.0,10.0,-0.007049675,-0.07095,-0.07095,29.972517667977268,169.32932804531467
1350,4.0,178.0,10.0,-0.0071051,-0.07134375,-0.07134375,25.44622399903647,167.20217154316984
1380,4.0,178.0,10.0,-0.00715905,-0.0717271999999999,-0.0717271999999999,16.294570480629755,162.03682791041206
1410,4.0,178.0,10.0,-0.00721165,-0.07210085,-0.07210085,10.14408947315705,158.00447631379106
1440,4.0,178.0,10.0,-0.007262925,-0.072465125,-0.072465125,7.026678023545939,153.1812120385627
1470,4.0,178.0,10.0,-0.00731295,-0.07282045,-0.07282045,5.737727583054016,150.49189605917985
1500,4.0,178.0,10.0,-0.007361775,-0.0731672,-0.0731672,9.896717067659942,150.96677241972185
30,5.0,183.0,10.0,1.26e-05,-2.6675e-05,-2.6675e-05,7.732126600798745,150.69041452101763
60,5.0,183.0,10.0,0.001449375,-0.0067791,-0.0067791,12.779669962960817,151.46431556194463
90,5.0,183.0,10.0,0.0007880499999999,-0.0144695999999999,-0.0144695999999999,19.62205740597922,155.69308363510473
120,5.0,183.0,10.0,-2.0500000000001854e-06,-0.0205990749999999,-0.0205990749999999,28.163871831863503,161.53301943362607
150,5.0,183.0,10.0,-0.000694625,-0.0255019249999999,-0.0255019249999999,32.573846777754895,165.9363205102444
180,5.0,183.0,10.0,-0.001290425,-0.0295395499999999,-0.0295395499999999,34.027007570803114,168.5030595030229
210,5.0,183.0,10.0,-0.0018065,-0.0329500499999999,-0.0329500499999999,30.758032562716462,169.58530308461542
240,5.0,183.0,10.0,-0.0022586,-0.035889825,-0.035889825,25.985535150892133,168.9683837413224
270,5.0,183.0,10.0,-0.00265915,-0.038465175,-0.038465175,20.5285349548185,165.35517883285465
300,5.0,183.0,10.0,-0.0030175999999999,-0.04075095,-0.04075095,12.594434016610716,159.01793935496653
330,5.0,183.0,10.0,-0.0033411499999999,-0.042801675,-0.042801675,7.454333054461572,154.87612030072086
360,5.0,183.0,10.0,-0.003635475,-0.0446581249999999,-0.0446581249999999,4.0618557079425965,151.02333381513162
390,5.0,183.0,10.0,-0.0039049749999999,-0.04635155,-0.04635155,6.518717079805703,149.72629628236604
420,5.0,183.0,10.0,-0.004153175,-0.0479063999999999,-0.0479063999999999,12.760246515115412,152.2218398888273
450,5.0,183.0,10.0,-0.00438295,-0.049342075,-0.049342075,19.345369689223173,154.70352456568293
480,5.0,183.0,10.0,-0.0045965999999999,-0.050674325,-0.050674325,27.509609871599405,159.85756579245125
510,5.0,183.0,10.0,-0.0047960749999999,-0.0519159999999999,-0.0519159999999999,33.17394998059532,164.80908312673597
540,5.0,183.0,10.0,-0.0049829749999999,-0.0530777499999999,-0.0530777499999999,33.50941305177631,168.52802867439252
570,5.0,183.0,10.0,-0.0051586749999999,-0.0541684749999999,-0.0541684749999999,35.199042040770486,169.4715459767469
600,5.0,183.0,10.0,-0.0053243249999999,-0.0551957749999999,-0.0551957749999999,30.72252129532161,168.51221751552546
630,5.0,183.0,10.0,-0.0054809249999999,-0.0561660249999999,-0.0561660249999999,18.76121560059855,164.96508408306067
660,5.0,183.0,10.0,-0.0056293249999999,-0.0570847749999999,-0.0570847749999999,11.757028399479406,160.21700098105873
690,5.0,183.0,10.0,-0.0057702749999999,-0.0579567749999999,-0.0579567749999999,8.856998501698154,156.03300138836488
720,5.0,183.0,10.0,-0.0059043999999999,-0.0587862249999999,-0.0587862249999999,3.619092671389585,151.39043690224187
750,5.0,183.0,10.0,-0.0060323249999999,-0.0595767249999999,-0.0595767249999999,5.430244931533703,149.0301135445827
780,5.0,183.0,10.0,-0.0061544999999999,-0.0603314999999999,-0.0603314999999999,10.562675852201057,150.56680201732007
810,5.0,183.0,10.0,-0.0062713999999999,-0.0610533499999999,-0.0610533499999999,19.58028440560555,153.59539381440334
840,5.0,183.0,10.0,-0.0063834249999999,-0.0617448499999999,-0.0617448499999999,28.562502846779665,157.69804502761713
870,5.0,183.0,10.0,-0.0064908999999999,-0.0624081999999999,-0.0624081999999999,31.387585743822783,163.47607534053847
900,5.0,183.0,10.0,-0.0065941749999999,-0.0630454499999999,-0.0630454499999999,35.0553325786008,168.2079220153614
930,5.0,183.0,10.0,-0.0066935499999999,-0.0636583749999999,-0.0636583749999999,32.60939383539333,169.99601249454838
960,5.0,183.0,10.0,-0.0067892499999999,-0.0642486249999999,-0.0642486249999999,28.186430569852945,169.39454763064862
990,5.0,183.0,10.0,-0.0068815249999999,-0.0648176749999999,-0.0648176749999999,22.3058735776333,166.33921313535967
1020,5.0,183.0,10.0,-0.006970575,-0.0653668749999999,-0.0653668749999999,16.309697030643058,161.6442693151542
1050,5.0,183.0,10.0,-0.0070566499999999,-0.0658974249999999,-0.0658974249999999,7.501855900867405,156.5190084453013
1080,5.0,183.0,10.0,-0.0071398499999999,-0.0664104749999999,-0.0664104749999999,6.144384887131214,151.33687575941624
1110,5.0,183.0,10.0,-0.0072203999999999,-0.0669070249999999,-0.0669070249999999,4.159865794606357,149.65533963268828
1140,5.0,183.0,10.0,-0.0072984249999999,-0.0673879999999999,-0.0673879999999999,10.245683294375377,150.46980677764503
1170,5.0,183.0,10.0,-0.0073740749999999,-0.0678542999999999,-0.0678542999999999,16.96926753852293,153.58168099550124
1200,5.0,183.0,10.0,-0.0074474749999999,-0.0683066749999999,-0.0683066749999999,25.976739271530217,157.78679648127869
1230,5.0,183.0,10.0,-0.0075187249999999,-0.0687458999999999,-0.0687458999999999,28.892246015416625,163.2932887337551
1260,5.0,183.0,10.0,-0.0075879499999999,-0.0691725999999999,-0.0691725999999999,34.691293679661634,167.30979895872312
1290,5.0,183.0,10.0,-0.0076552499999999,-0.0695874499999999,-0.0695874499999999,32.80926855272187,169.57781773016418
1320,5.0,183.0,10.0,-0.0077207249999999,-0.0699910249999999,-0.0699910249999999,30.769523649914106,170.84818556915255
1350,5.0,183.0,10.0,-0.0077844499999999,-0.0703838749999999,-0.0703838749999999,24.48738802234,167.35737347760818
1380,5.0,183.0,10.0,-0.0078464999999999,-0.0707664749999999,-0.0707664749999999,16.10377772662824,161.42004291293009
1410,5.0,183.0,10.0,-0.0079069749999999,-0.0711393249999999,-0.0711393249999999,10.29951335113817,158.28430947978723
1440,5.0,183.0,10.0,-0.00796595,-0.0715028499999999,-0.0715028499999999,4.2827549104669576,152.54144086490012
1470,5.0,183.0,10.0,-0.0080234749999999,-0.0718574499999999,-0.0718574499999999,6.09071163758337,150.69784560198488
1500,5.0,183.0,10.0,-0.0080796,-0.0722035499999999,-0.0722035499999999,7.818821630954142,149.48618444860452
30,6.0,188.0,10.0,1.3e-05,-2.47e-05,-2.47e-05,6.553061069559314,149.75130170139747
