Time_Step,Node_ID,X,Y,Cum_Disp_X,Cum_Disp_Y,Total_Settlement,lag_1,lag_2,rolling_mean_3,neighbor_avg_disp
1290,2.0,168.0,10.0,-0.005329525000000001,-0.07122202500000001,-0.07122202500000001,-0.0708046,-0.07037515000000001,-0.07080059166666668,-0.07633369
1320,2.0,168.0,10.0,-0.005370375000000001,-0.071628025,-0.071628025,-0.07122202500000001,-0.0708046,-0.07121821666666667,-0.07676884999999999
1350,2.0,168.0,10.0,-0.005410100000000001,-0.07202315000000001,-0.07202315000000001,-0.071628025,-0.07122202500000001,-0.0716244,-0.07719234
1380,2.0,168.0,10.0,-0.005448800000000001,-0.07240790000000001,-0.07240790000000001,-0.07202315000000001,-0.071628025,-0.07201969166666668,-0.077604725
1410,2.0,168.0,10.0,-0.005486525000000001,-0.07278275000000001,-0.07278275000000001,-0.07240790000000001,-0.07202315000000001,-0.0724046,-0.07800651
1440,2.0,168.0,10.0,-0.0055233,-0.07314817500000001,-0.07314817500000001,-0.07278275000000001,-0.07240790000000001,-0.07277960833333334,-0.078398185
1470,2.0,168.0,10.0,-0.00555915,-0.07350457500000002,-0.07350457500000002,-0.07314817500000001,-0.07278275000000001,-0.07314516666666666,-0.07878019
1500,2.0,168.0,10.0,-0.00559415,-0.07385237500000001,-0.07385237500000001,-0.07350457500000002,-0.07314817500000001,-0.07350170833333335,-0.07915294999999999
90,3.0,173.0,10.0,0.00013702500000000004,-0.014989274999999998,-0.014989274999999998,-0.0070925,-3.01e-05,-0.007370624999999999,-0.015397685
120,3.0,173.0,10.0,-0.0004872,-0.021286124999999996,-0.021286124999999996,-0.014989274999999998,-0.0070925,-0.014455966666666662,-0.021886545
150,3.0,173.0,10.0,-0.0010173749999999998,-0.026316999999999997,-0.026316999999999997,-0.021286124999999996,-0.014989274999999998,-0.02086413333333333,-0.027076944999999998
180,3.0,173.0,10.0,-0.001467925,-0.030452049999999994,-0.030452049999999994,-0.026316999999999997,-0.021286124999999996,-0.026018391666666658,-0.03134701
210,3.0,173.0,10.0,-0.00185585,-0.033938525,-0.033938525,-0.030452049999999994,-0.026316999999999997,-0.030235858333333327,-0.034949629999999995
240,3.0,173.0,10.0,-0.00219455,-0.03693895,-0.03693895,-0.033938525,-0.030452049999999994,-0.03377650833333333,-0.038051510000000004
270,3.0,173.0,10.0,-0.00249395,-0.039563749999999995,-0.039563749999999995,-0.03693895,-0.033938525,-0.03681374166666666,-0.04076601
300,3.0,173.0,10.0,-0.0027615,-0.04189054999999999,-0.04189054999999999,-0.039563749999999995,-0.03693895,-0.03946441666666666,-0.043173025
330,3.0,173.0,10.0,-0.0030027750000000005,-0.043975824999999996,-0.043975824999999996,-0.04189054999999999,-0.039563749999999995,-0.04181004166666666,-0.045330655
360,3.0,173.0,10.0,-0.003222075,-0.04586172499999999,-0.04586172499999999,-0.043975824999999996,-0.04189054999999999,-0.043909366666666665,-0.04728236
390,3.0,173.0,10.0,-0.0034227750000000003,-0.04758052499999999,-0.04758052499999999,-0.04586172499999999,-0.043975824999999996,-0.04580602499999999,-0.04906139500000001
420,3.0,173.0,10.0,-0.00360755,-0.04915742499999999,-0.04915742499999999,-0.04758052499999999,-0.04586172499999999,-0.04753322499999999,-0.05069374
450,3.0,173.0,10.0,-0.0037785250000000005,-0.05061242499999999,-0.05061242499999999,-0.04915742499999999,-0.04758052499999999,-0.04911679166666666,-0.05220008
480,3.0,173.0,10.0,-0.003937475,-0.051961699999999986,-0.051961699999999986,-0.05061242499999999,-0.04915742499999999,-0.050577183333333324,-0.053597095000000004
510,3.0,173.0,10.0,-0.00408585,-0.05321847499999998,-0.05321847499999998,-0.051961699999999986,-0.05061242499999999,-0.05193086666666665,-0.05489843
540,3.0,173.0,10.0,-0.0042248500000000005,-0.05439369999999998,-0.05439369999999998,-0.05321847499999998,-0.051961699999999986,-0.05319129166666665,-0.0561154
570,3.0,173.0,10.0,-0.004355500000000001,-0.05549652499999998,-0.05549652499999998,-0.05439369999999998,-0.05321847499999998,-0.05436956666666665,-0.05725745000000001
600,3.0,173.0,10.0,-0.0044786750000000005,-0.05653467499999998,-0.05653467499999998,-0.05549652499999998,-0.05439369999999998,-0.055474966666666646,-0.05833260000000001
630,3.0,173.0,10.0,-0.004595100000000001,-0.057514724999999975,-0.057514724999999975,-0.05653467499999998,-0.05549652499999998,-0.05651530833333331,-0.059347624999999994
660,3.0,173.0,10.0,-0.004705425000000001,-0.05844237499999998,-0.05844237499999998,-0.057514724999999975,-0.05653467499999998,-0.05749725833333331,-0.060308400000000005
690,3.0,173.0,10.0,-0.004810225000000001,-0.059322449999999985,-0.059322449999999985,-0.05844237499999998,-0.057514724999999975,-0.05842651666666665,-0.06121995
720,3.0,173.0,10.0,-0.004909925000000002,-0.060159249999999984,-0.060159249999999984,-0.059322449999999985,-0.05844237499999998,-0.059308024999999986,-0.06208669500000001
750,3.0,173.0,10.0,-0.005005000000000001,-0.06095647499999998,-0.06095647499999998,-0.060159249999999984,-0.059322449999999985,-0.060146058333333315,-0.062912475
780,3.0,173.0,10.0,-0.005095825000000001,-0.061717399999999985,-0.061717399999999985,-0.06095647499999998,-0.060159249999999984,-0.06094437499999999,-0.06370066
810,3.0,173.0,10.0,-0.005182725000000001,-0.062444899999999984,-0.062444899999999984,-0.061717399999999985,-0.06095647499999998,-0.06170625833333332,-0.064454275
840,3.0,173.0,10.0,-0.005265975000000002,-0.06314157499999999,-0.06314157499999999,-0.062444899999999984,-0.061717399999999985,-0.06243462499999999,-0.06517595000000001
870,3.0,173.0,10.0,-0.005345875000000002,-0.06380972499999998,-0.06380972499999998,-0.06314157499999999,-0.062444899999999984,-0.06313206666666665,-0.06586806
900,3.0,173.0,10.0,-0.005422625000000001,-0.06445134999999999,-0.06445134999999999,-0.06380972499999998,-0.06314157499999999,-0.06380088333333332,-0.06653274
930,3.0,173.0,10.0,-0.0054964750000000015,-0.06506834999999998,-0.06506834999999998,-0.06445134999999999,-0.06380972499999998,-0.06444314166666665,-0.06717189999999999
960,3.0,173.0,10.0,-0.0055676250000000005,-0.06566235,-0.06566235,-0.06506834999999998,-0.06445134999999999,-0.06506068333333333,-0.067787255
990,3.0,173.0,10.0,-0.005636200000000001,-0.066234875,-0.066234875,-0.06566235,-0.06506834999999998,-0.06565519166666665,-0.06838036
1020,3.0,173.0,10.0,-0.0057024000000000016,-0.066787275,-0.066787275,-0.066234875,-0.06566235,-0.06622816666666666,-0.06895264
1050,3.0,173.0,10.0,-0.005766350000000002,-0.067320825,-0.067320825,-0.066787275,-0.066234875,-0.06678099166666666,-0.069505385
1080,3.0,173.0,10.0,-0.005828200000000001,-0.067836625,-0.067836625,-0.067320825,-0.066787275,-0.06731490833333333,-0.07003974
1110,3.0,173.0,10.0,-0.005888075000000001,-0.06833575,-0.06833575,-0.067836625,-0.067320825,-0.06783106666666668,-0.07055682
1140,3.0,173.0,10.0,-0.005946075000000002,-0.06881910000000001,-0.06881910000000001,-0.06833575,-0.067836625,-0.06833049166666667,-0.07105758000000001
1170,3.0,173.0,10.0,-0.006002300000000001,-0.0692876,-0.0692876,-0.06881910000000001,-0.06833575,-0.06881415,-0.07154295000000001
1200,3.0,173.0,10.0,-0.006056850000000001,-0.06974205000000001,-0.06974205000000001,-0.0692876,-0.06881910000000001,-0.06928291666666668,-0.07201374499999999
1230,3.0,173.0,10.0,-0.006109800000000001,-0.07018317500000001,-0.07018317500000001,-0.06974205000000001,-0.0692876,-0.06973760833333334,-0.072470755
1260,3.0,173.0,10.0,-0.006161275000000001,-0.07061165000000001,-0.07061165000000001,-0.07018317500000001,-0.06974205000000001,-0.07017895833333336,-0.07291468
1290,3.0,173.0,10.0,-0.0062113,-0.07102817500000001,-0.07102817500000001,-0.07061165000000001,-0.07018317500000001,-0.07060766666666668,-0.07334617499999999
1320,3.0,173.0,10.0,-0.00625995,-0.071433275,-0.071433275,-0.07102817500000001,-0.07061165000000001,-0.07102436666666667,-0.07376587500000001
1350,3.0,173.0,10.0,-0.006307325,-0.071827525,-0.071827525,-0.071433275,-0.07102817500000001,-0.07142965833333333,-0.074174335
1380,3.0,173.0,10.0,-0.00635345,-0.07221145000000001,-0.07221145000000001,-0.071827525,-0.071433275,-0.07182408333333334,-0.07457209000000001
1410,3.0,173.0,10.0,-0.006398425,-0.07258552500000001,-0.07258552500000001,-0.07221145000000001,-0.071827525,-0.07220816666666667,-0.074959635
1440,3.0,173.0,10.0,-0.00644225,-0.0729502,-0.0729502,-0.07258552500000001,-0.07221145000000001,-0.07258239166666668,-0.075337435
1470,3.0,173.0,10.0,-0.006485000000000001,-0.073305875,-0.073305875,-0.0729502,-0.07258552500000001,-0.0729472,-0.07570592
1500,3.0,173.0,10.0,-0.006526725000000001,-0.07365295000000001,-0.07365295000000001,-0.073305875,-0.0729502,-0.07330300833333335,-0.0760655
90,4.0,178.0,10.0,0.0003340499999999997,-0.014860900000000002,-0.014860900000000002,-0.0069257,-2.8375000000000002e-05,-0.0072716583333333334,-0.013384014999999999
120,4.0,178.0,10.0,-0.00036192500000000035,-0.021109525000000004,-0.021109525000000004,-0.014860900000000002,-0.0069257,-0.014298708333333335,-0.01908652
150,4.0,178.0,10.0,-0.0009629750000000005,-0.026094825000000002,-0.026094825000000002,-0.021109525000000004,-0.014860900000000002,-0.020688416666666667,-0.023652879999999998
180,4.0,178.0,10.0,-0.0014782750000000005,-0.030192274999999998,-0.030192274999999998,-0.026094825000000002,-0.021109525000000004,-0.025798875000000002,-0.027413305
210,4.0,178.0,10.0,-0.0019242750000000005,-0.03364815,-0.03364815,-0.030192274999999998,-0.026094825000000002,-0.02997841666666667,-0.030588749999999998
240,4.0,178.0,10.0,-0.0023149750000000004,-0.036623550000000005,-0.036623550000000005,-0.03364815,-0.030192274999999998,-0.03348799166666667,-0.033324925
270,4.0,178.0,10.0,-0.0026612000000000003,-0.03922755000000001,-0.03922755000000001,-0.036623550000000005,-0.03364815,-0.036499750000000004,-0.03572103
300,4.0,178.0,10.0,-0.0029711250000000002,-0.04153690000000001,-0.04153690000000001,-0.03922755000000001,-0.036623550000000005,-0.03912933333333334,-0.037846985
330,4.0,178.0,10.0,-0.0032510000000000004,-0.04360735,-0.04360735,-0.04153690000000001,-0.03922755000000001,-0.04145726666666667,-0.039753699999999996
360,4.0,178.0,10.0,-0.0035056500000000008,-0.04548055000000001,-0.04548055000000001,-0.04360735,-0.04153690000000001,-0.04354160000000001,-0.04147926
390,4.0,178.0,10.0,-0.0037389250000000006,-0.04718837500000001,-0.04718837500000001,-0.04548055000000001,-0.04360735,-0.04542542500000001,-0.043052854999999994
420,4.0,178.0,10.0,-0.003953825000000001,-0.048755675000000005,-0.048755675000000005,-0.04718837500000001,-0.04548055000000001,-0.04714153333333334,-0.04449729499999999
450,4.0,178.0,10.0,-0.004152825000000001,-0.05020227500000001,-0.05020227500000001,-0.048755675000000005,-0.04718837500000001,-0.04871544166666667,-0.045830714999999994
480,4.0,178.0,10.0,-0.004337900000000001,-0.05154412500000001,-0.05154412500000001,-0.05020227500000001,-0.048755675000000005,-0.05016735833333335,-0.04706777999999999
510,4.0,178.0,10.0,-0.004510750000000001,-0.05279432500000001,-0.05279432500000001,-0.05154412500000001,-0.05020227500000001,-0.05151357500000001,-0.04822049499999999
540,4.0,178.0,10.0,-0.004672750000000001,-0.05396367500000001,-0.05396367500000001,-0.05279432500000001,-0.05154412500000001,-0.052767375000000005,-0.04929879499999999
570,4.0,178.0,10.0,-0.004825075000000001,-0.055061225000000005,-0.055061225000000005,-0.05396367500000001,-0.05279432500000001,-0.05393974166666668,-0.050311004999999985
600,4.0,178.0,10.0,-0.004968700000000001,-0.05609465000000001,-0.05609465000000001,-0.055061225000000005,-0.05396367500000001,-0.05503985000000001,-0.051264164999999993
630,4.0,178.0,10.0,-0.005104525000000001,-0.05707045000000001,-0.05707045000000001,-0.05609465000000001,-0.055061225000000005,-0.05607544166666667,-0.052164244999999984
660,4.0,178.0,10.0,-0.005233250000000002,-0.05799425000000001,-0.05799425000000001,-0.05707045000000001,-0.05609465000000001,-0.05705311666666668,-0.05301641499999998
690,4.0,178.0,10.0,-0.005355525000000002,-0.05887085000000001,-0.05887085000000001,-0.05799425000000001,-0.05707045000000001,-0.057978516666666674,-0.053825105
720,4.0,178.0,10.0,-0.005471925000000002,-0.059704475000000014,-0.059704475000000014,-0.05887085000000001,-0.05799425000000001,-0.058856525000000014,-0.05459421999999999
750,4.0,178.0,10.0,-0.0055829250000000025,-0.060498825000000006,-0.060498825000000006,-0.059704475000000014,-0.05887085000000001,-0.05969138333333334,-0.055327114999999996
780,4.0,178.0,10.0,-0.005688975000000002,-0.06125710000000001,-0.06125710000000001,-0.060498825000000006,-0.059704475000000014,-0.06048680000000001,-0.05602678999999999
810,4.0,178.0,10.0,-0.0057904500000000025,-0.06198222500000001,-0.06198222500000001,-0.06125710000000001,-0.060498825000000006,-0.06124605000000002,-0.05669588499999998
840,4.0,178.0,10.0,-0.0058877250000000025,-0.0626767,-0.0626767,-0.06198222500000001,-0.06125710000000001,-0.06197200833333335,-0.05733674499999999
870,4.0,178.0,10.0,-0.0059810500000000025,-0.0633428,-0.0633428,-0.0626767,-0.06198222500000001,-0.06266724166666666,-0.05795145999999999
900,4.0,178.0,10.0,-0.006070725000000003,-0.0639826,-0.0639826,-0.0633428,-0.0626767,-0.06333403333333333,-0.05854190999999999
